image,score,IoU,Dice,Precision,Recall,F1,PredArea,GtArea,TP,FP
Left_ant_lower_long-23_13_40.png,0.5526183247566223,0.5484475932485935,0.7083837976046292,0.6639757820383451,0.7591577732910297,0.7083837976046292,7928,6934,1,0
Left_post_lower_trans-23_11_28.png,0.9929271340370178,0.7931664338669818,0.8846545628857331,0.7974505779410176,0.9932723358449946,0.8846545628857331,9257,7432,1,0
Left_post_lower_trans-23_11_28.png,0.9537385106086731,0.7973143408264708,0.8872285973747214,0.8953594934599683,0.8792440481060296,0.8872285973747214,12003,12223,1,0
Left_post_lower_trans-23_11_28.png,0.8816149830818176,0.44252277182059263,0.6135400847254416,0.996106929665196,0.4432894432894433,0.6135400847254416,3853,8658,0,1
Left_post_lower_trans-23_11_28.png,0.5259510278701782,0,0.0,0.0,0,0,7613,0,0,1
RT_ANT_LOWER_LONG-12_57_19.jpeg,0.9641281366348267,0.8739009960308545,0.9327077555131044,0.9421586358351635,0.9234445974391846,0.9327077555131045,61928,63183,1,0
RT_ANT_LOWER_LONG-12_57_19.jpeg,0.8848926424980164,0,0.0,0.0,0,0,44542,0,0,1
RT_ANT_LOWER_LONG-13_28_51.jpeg,0.9877820611000061,0.4913949275362319,0.6589735803218949,0.5011933174224343,0.9617373319544984,0.6589735803218949,64945,33845,0,1
RT_ANT_LOWER_LONG-13_28_51.jpeg,0.8582594394683838,0.2282808130110266,0.37170785473952894,0.23657005722724755,0.866932756054661,0.3717078547395289,54170,14782,0,1
RT_ANT_LOWER_LONG-20_10_34.png,0.9425357580184937,0.682846769781668,0.8115376658687236,0.7475770445388218,0.8874668735052679,0.8115376658687236,18366,15471,1,0
RT_ANT_LOWER_LONG-20_10_34.png,0.5452404022216797,0,0.0,0.0,0,0,8026,0,0,1
RT_ANT_LOWER_TRANS-13_29_6.jpeg,0.9934050440788269,0.7958016180764996,0.8862912362545818,0.8284205018314106,0.9528545225266537,0.8862912362545817,40133,34892,1,0
RT_ANT_LOWER_TRANS-13_29_6.jpeg,0.9846267104148865,0.9241923237073505,0.960602858997696,0.9761978681568871,0.9454982835091588,0.9606028589976962,38652,39907,1,0
RT_ANT_LOWER_TRANS-13_29_6.jpeg,0.9691883325576782,0.8637106771347981,0.9268720598442199,0.9632724212551094,0.8931225384558222,0.9268720598442199,49908,53828,1,0
RT_ANT_LOWER_TRANS-20_24_19.png,0.993340790271759,0.6252597980997625,0.7694275079354205,0.9197968988862197,0.6613150147203141,0.7694275079354205,18316,25475,1,0
RT_ANT_LOWER_TRANS-20_24_19.png,0.5524966716766357,0,0.0,0.0,0,0,15702,0,0,1
RT_ANT_TRANS-13_57_47.jpeg,0.9949583411216736,0.8121753220963668,0.8963540251247031,0.8976209288034414,0.895090692625534,0.8963540251247031,56955,57116,1,0
RT_ANT_TRANS-13_57_47.jpeg,0.9146896004676819,0,0.0,0.0,0,0,52845,0,0,1
RT_ANT_UPPER_LONG-13_28_14.jpeg,0.9593275785446167,0.7875577288780222,0.8811550151975683,0.8609573692594292,0.9023230808409496,0.8811550151975684,37039,35341,1,0
RT_ANT_UPPER_LONG-13_28_14.jpeg,0.9464814066886902,0,0.0,0.0,0,0,24384,0,0,1
RT_ANT_UPPER_LONG-13_28_14.jpeg,0.9267110824584961,0,0.0,0.0,0,0,80008,0,0,1
